Week_Start,Week_Number,Campaign_ID,Product,Category,Brand,Region,Account,Store_Count,Promo_Flag,Promo_Type,Baseline_Units,Actual_Units,Uplift_Units,Uplift_Pct,Regular_Price,Promo_Price,Discount_Pct,Unit_Cost,Selling_Price,Baseline_Revenue,Actual_Revenue,Incremental_Revenue_From_Uplift,Revenue_Impact_vs_Baseline,Baseline_Gross_Profit,Gross_Profit_Before_Promo_Cost,Incremental_Gross_Profit_Before_Cost,Promo_Cost,Incremental_Profit_After_Promo_Cost,Promo_ROI,Baseline_Gross_Margin_Pct,Actual_Gross_Margin_Pct,Margin_Impact_pp,Rate_of_Sale_Units_per_Store_per_Week,Cannibalisation_Rate_Estimate,Cannibalised_Units_Estimate,Cannibalisation_Risk,Recommendation
2025-01-06,1,No Promo,Cola 1.25L,Beverages,FizzCo,SA,Independent,35,0,No Promo,351,357,6,0.0171,4.0,4.0,0.0,1.8,4.0,1404.0,1428.0,24.0,24.0,772.2,785.4,13.2,0.0,13.2,,0.55,0.55,0.0,10.2,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,NSW,Woolworths,115,0,No Promo,677,680,3,0.0044,9.5,9.5,0.0,5.1,9.5,6431.5,6460.0,28.5,28.5,2978.8,2992.0,13.2,0.0,13.2,,0.4632,0.4632,0.0,5.913,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,NSW,Coles,106,0,No Promo,568,582,14,0.0246,9.5,9.5,0.0,5.1,9.5,5396.0,5529.0,133.0,133.0,2499.2,2560.8,61.6,0.0,61.6,,0.4632,0.4632,0.0,5.4906,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,NSW,Independent,68,0,No Promo,347,360,13,0.0375,9.5,9.5,0.0,5.1,9.5,3296.5,3420.0,123.5,123.5,1526.8,1584.0,57.2,0.0,57.2,,0.4632,0.4632,0.0,5.2941,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,VIC,Woolworths,101,0,No Promo,607,569,-38,-0.0626,9.5,9.5,0.0,5.1,9.5,5766.5,5405.5,0.0,-361.0,2670.8,2503.6,-167.2,0.0,-167.2,,0.4632,0.4632,0.0,5.6337,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,VIC,Coles,94,0,No Promo,609,584,-25,-0.0411,9.5,9.5,0.0,5.1,9.5,5785.5,5548.0,0.0,-237.5,2679.6,2569.6,-110.0,0.0,-110.0,,0.4632,0.4632,0.0,6.2128,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,VIC,Independent,58,0,No Promo,260,267,7,0.0269,9.5,9.5,0.0,5.1,9.5,2470.0,2536.5,66.5,66.5,1144.0,1174.8,30.8,0.0,30.8,,0.4632,0.4632,0.0,4.6034,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,QLD,Woolworths,87,0,No Promo,571,554,-17,-0.0298,9.5,9.5,0.0,5.1,9.5,5424.5,5263.0,0.0,-161.5,2512.4,2437.6,-74.8,0.0,-74.8,,0.4632,0.4632,0.0,6.3678,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,QLD,Coles,82,0,No Promo,631,667,36,0.0571,9.5,9.5,0.0,5.1,9.5,5994.5,6336.5,342.0,342.0,2776.4,2934.8,158.4,0.0,158.4,,0.4632,0.4632,0.0,8.1341,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1011,Energy Drink 4pk,Beverages,VoltMax,QLD,Independent,53,1,Catalogue Feature,263,320,57,0.2167,9.5,8.55,0.1,5.1,8.55,2498.5,2736.0,487.35,237.5,1157.2,1104.0,-53.2,898.8625,-952.0625,-1.0592,0.4632,0.4035,-5.9649,6.0377,0.0942,5.372,Low,Adjust depth/mechanic
2025-01-06,1,PR-1012,Energy Drink 4pk,Beverages,VoltMax,WA,Woolworths,69,1,Display + Discount,377,785,408,1.0822,9.5,7.6,0.2,5.1,7.6,3581.5,5966.0,3100.8,2384.5,1658.8,1962.5,303.7,2016.5586,-1712.8586,-0.8494,0.4632,0.3289,-13.4211,11.3768,0.1306,53.285,Medium,Adjust depth/mechanic
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,WA,Coles,59,0,No Promo,329,359,30,0.0912,9.5,9.5,0.0,5.1,9.5,3125.5,3410.5,285.0,285.0,1447.6,1579.6,132.0,0.0,132.0,,0.4632,0.4632,0.0,6.0847,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,WA,Independent,40,0,No Promo,199,207,8,0.0402,9.5,9.5,0.0,5.1,9.5,1890.5,1966.5,76.0,76.0,875.6,910.8,35.2,0.0,35.2,,0.4632,0.4632,0.0,5.175,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,SA,Woolworths,58,0,No Promo,337,332,-5,-0.0148,9.5,9.5,0.0,5.1,9.5,3201.5,3154.0,0.0,-47.5,1482.8,1460.8,-22.0,0.0,-22.0,,0.4632,0.4632,0.0,5.7241,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,SA,Coles,52,0,No Promo,288,301,13,0.0451,9.5,9.5,0.0,5.1,9.5,2736.0,2859.5,123.5,123.5,1267.2,1324.4,57.2,0.0,57.2,,0.4632,0.4632,0.0,5.7885,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Energy Drink 4pk,Beverages,VoltMax,SA,Independent,35,0,No Promo,170,186,16,0.0941,9.5,9.5,0.0,5.1,9.5,1615.0,1767.0,152.0,152.0,748.0,818.4,70.4,0.0,70.4,,0.4632,0.4632,0.0,5.3143,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,NSW,Woolworths,112,0,No Promo,1356,1409,53,0.0391,4.5,4.5,0.0,2.05,4.5,6102.0,6340.5,238.5,238.5,3322.2,3452.05,129.85,0.0,129.85,,0.5444,0.5444,0.0,12.5804,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,NSW,Coles,113,0,No Promo,1249,1242,-7,-0.0056,4.5,4.5,0.0,2.05,4.5,5620.5,5589.0,0.0,-31.5,3060.05,3042.9,-17.15,0.0,-17.15,,0.5444,0.5444,0.0,10.9912,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,NSW,Independent,69,0,No Promo,642,646,4,0.0062,4.5,4.5,0.0,2.05,4.5,2889.0,2907.0,18.0,18.0,1572.9,1582.7,9.8,0.0,9.8,,0.5444,0.5444,0.0,9.3623,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1013,Potato Chips 175g,Snacks,CrunchyCo,VIC,Woolworths,99,1,Price Discount,1494,3884,2390,1.5997,4.5,3.38,0.25,2.05,3.38,6723.0,13127.92,8078.2,6404.92,3660.3,5165.72,1505.42,1957.1259,-451.7059,-0.2308,0.5444,0.3935,-15.0953,39.2323,0.1724,412.097,Medium,Adjust depth/mechanic
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,VIC,Coles,86,0,No Promo,1002,1109,107,0.1068,4.5,4.5,0.0,2.05,4.5,4509.0,4990.5,481.5,481.5,2454.9,2717.05,262.15,0.0,262.15,,0.5444,0.5444,0.0,12.8953,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,VIC,Independent,61,0,No Promo,627,612,-15,-0.0239,4.5,4.5,0.0,2.05,4.5,2821.5,2754.0,0.0,-67.5,1536.15,1499.4,-36.75,0.0,-36.75,,0.5444,0.5444,0.0,10.0328,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1014,Potato Chips 175g,Snacks,CrunchyCo,QLD,Woolworths,87,1,Display + Discount,1219,2806,1587,1.3019,4.5,3.82,0.15,2.05,3.82,5485.5,10718.92,6062.34,5233.42,2986.55,4966.62,1980.07,2177.85,-197.78,-0.0908,0.5444,0.4634,-8.1094,32.2529,0.1742,276.458,Medium,Adjust depth/mechanic
2025-01-06,1,PR-1015,Potato Chips 175g,Snacks,CrunchyCo,QLD,Coles,77,1,Display + Discount,1118,2907,1789,1.6002,4.5,3.15,0.3,2.05,3.15,5031.0,9157.05,5635.35,4126.05,2739.1,3197.7,458.6,3689.7139,-3231.1139,-0.8757,0.5444,0.3492,-19.5238,37.7532,0.1807,323.2012,High,Adjust depth/mechanic
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,QLD,Independent,55,0,No Promo,543,537,-6,-0.011,4.5,4.5,0.0,2.05,4.5,2443.5,2416.5,0.0,-27.0,1330.35,1315.65,-14.7,0.0,-14.7,,0.5444,0.5444,0.0,9.7636,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1016,Potato Chips 175g,Snacks,CrunchyCo,WA,Woolworths,68,1,Display + Discount,919,2277,1358,1.4777,4.5,3.6,0.2,2.05,3.6,4135.5,8197.2,4888.8,4061.7,2251.55,3529.35,1277.8,2417.8137,-1140.0137,-0.4715,0.5444,0.4306,-11.3889,33.4853,0.2116,287.4077,High,Adjust depth/mechanic
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Coles,59,0,No Promo,802,826,24,0.0299,4.5,4.5,0.0,2.05,4.5,3609.0,3717.0,108.0,108.0,1964.9,2023.7,58.8,0.0,58.8,,0.5444,0.5444,0.0,14.0,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Independent,42,0,No Promo,419,394,-25,-0.0597,4.5,4.5,0.0,2.05,4.5,1885.5,1773.0,0.0,-112.5,1026.55,965.3,-61.25,0.0,-61.25,,0.5444,0.5444,0.0,9.381,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1017,Potato Chips 175g,Snacks,CrunchyCo,SA,Woolworths,53,1,Multi-buy,692,1336,644,0.9306,4.5,3.6,0.2,2.05,3.6,3114.0,4809.6,2318.4,1695.6,1695.4,2070.8,375.4,1041.0527,-665.6527,-0.6394,0.5444,0.4306,-11.3889,25.2075,0.1442,92.8329,Medium,Adjust depth/mechanic
2025-01-06,1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,SA,Coles,51,0,No Promo,639,625,-14,-0.0219,4.5,4.5,0.0,2.05,4.5,2875.5,2812.5,0.0,-63.0,1565.55,1531.25,-34.3,0.0,-34.3,,0.5444,0.5444,0.0,12.2549,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1018,Potato Chips 175g,Snacks,CrunchyCo,SA,Independent,32,1,Price Discount,347,902,555,1.5994,4.5,2.92,0.35,2.05,2.92,1561.5,2633.84,1620.6,1072.34,850.15,784.74,-65.41,1246.3168,-1311.7268,-1.0525,0.5444,0.2979,-24.6499,28.1875,0.1662,92.2526,Medium,Adjust depth/mechanic
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,NSW,Woolworths,112,0,No Promo,1337,1442,105,0.0785,5.2,5.2,0.0,2.4,5.2,6952.4,7498.4,546.0,546.0,3743.6,4037.6,294.0,0.0,294.0,,0.5385,0.5385,0.0,12.875,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1019,Chocolate Block 180g,Snacks,SweetPeak,NSW,Coles,113,1,Price Discount,1041,1907,866,0.8319,5.2,4.42,0.15,2.4,4.42,5413.2,8428.94,3827.72,3015.74,2914.8,3852.14,937.34,1210.3133,-272.9733,-0.2255,0.5385,0.457,-8.1448,16.8761,0.17,147.1953,Medium,Adjust depth/mechanic
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,NSW,Independent,70,0,No Promo,603,593,-10,-0.0166,5.2,5.2,0.0,2.4,5.2,3135.6,3083.6,0.0,-52.0,1688.4,1660.4,-28.0,0.0,-28.0,,0.5385,0.5385,0.0,8.4714,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Woolworths,96,0,No Promo,1061,1066,5,0.0047,5.2,5.2,0.0,2.4,5.2,5517.2,5543.2,26.0,26.0,2970.8,2984.8,14.0,0.0,14.0,,0.5385,0.5385,0.0,11.1042,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Coles,100,0,No Promo,993,972,-21,-0.0211,5.2,5.2,0.0,2.4,5.2,5163.6,5054.4,0.0,-109.2,2780.4,2721.6,-58.8,0.0,-58.8,,0.5385,0.5385,0.0,9.72,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Independent,59,0,No Promo,583,647,64,0.1098,5.2,5.2,0.0,2.4,5.2,3031.6,3364.4,332.8,332.8,1632.4,1811.6,179.2,0.0,179.2,,0.5385,0.5385,0.0,10.9661,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Woolworths,79,0,No Promo,890,936,46,0.0517,5.2,5.2,0.0,2.4,5.2,4628.0,4867.2,239.2,239.2,2492.0,2620.8,128.8,0.0,128.8,,0.5385,0.5385,0.0,11.8481,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Coles,82,0,No Promo,759,725,-34,-0.0448,5.2,5.2,0.0,2.4,5.2,3946.8,3770.0,0.0,-176.8,2125.2,2030.0,-95.2,0.0,-95.2,,0.5385,0.5385,0.0,8.8415,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Independent,52,0,No Promo,431,429,-2,-0.0046,5.2,5.2,0.0,2.4,5.2,2241.2,2230.8,0.0,-10.4,1206.8,1201.2,-5.6,0.0,-5.6,,0.5385,0.5385,0.0,8.25,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,WA,Woolworths,71,0,No Promo,740,736,-4,-0.0054,5.2,5.2,0.0,2.4,5.2,3848.0,3827.2,0.0,-20.8,2072.0,2060.8,-11.2,0.0,-11.2,,0.5385,0.5385,0.0,10.3662,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1020,Chocolate Block 180g,Snacks,SweetPeak,WA,Coles,63,1,Display + Discount,593,1542,949,1.6003,5.2,3.64,0.3,2.4,3.64,3083.6,5612.88,3454.36,2529.28,1660.4,1912.08,251.68,2673.7279,-2422.0479,-0.9059,0.5385,0.3407,-19.7802,24.4762,0.2386,226.454,High,Adjust depth/mechanic
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,WA,Independent,39,0,No Promo,383,380,-3,-0.0078,5.2,5.2,0.0,2.4,5.2,1991.6,1976.0,0.0,-15.6,1072.4,1064.0,-8.4,0.0,-8.4,,0.5385,0.5385,0.0,9.7436,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,SA,Woolworths,55,0,No Promo,576,620,44,0.0764,5.2,5.2,0.0,2.4,5.2,2995.2,3224.0,228.8,228.8,1612.8,1736.0,123.2,0.0,123.2,,0.5385,0.5385,0.0,11.2727,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,SA,Coles,51,0,No Promo,488,491,3,0.0061,5.2,5.2,0.0,2.4,5.2,2537.6,2553.2,15.6,15.6,1366.4,1374.8,8.4,0.0,8.4,,0.5385,0.5385,0.0,9.6275,0.0,0.0,N/A,Baseline
2025-01-06,1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,SA,Independent,34,0,No Promo,304,307,3,0.0099,5.2,5.2,0.0,2.4,5.2,1580.8,1596.4,15.6,15.6,851.2,859.6,8.4,0.0,8.4,,0.5385,0.5385,0.0,9.0294,0.0,0.0,N/A,Baseline
2025-01-06,1,PR-1021,Protein Bar 5pk,Snacks,FitBite,NSW,Woolworths,103,1,Price Discount,617,1147,530,0.859,8.8,7.04,0.2,4.7,7.04,5429.6,8074.88,3731.2,2645.28,2529.7,2683.98,154.28,1463.8156,-1309.5356,-0.8946,0.4659,0.3324,-13.3523,11.1359,0.1373,72.7592,Medium,Adjust depth/mechanic
2025-01-06,1,No Promo,Protein Bar 5pk,Snacks,FitBite,NSW,Coles,112,0,No Promo,511,499,-12,-0.0235,8.8,8.8,0.0,4.7,8.8,4496.8,4391.2,0.0,-105.6,2095.1,2045.9,-49.2,0.0,-49.2,,0.4659,0.4659,0.0,4.4554,0.0,0.0,N/A,Baseline
